resume_skills,jd_skills,projects,internships,certifications,cgpa,ats_score
pandas sql terraform kubernetes,docker kubernetes linux jenkins terraform github actions,2,2,0,8.4,39.2
react prompt engineering css javascript,react nodejs mongodb javascript html css express,4,1,5,8.3,54.79
docker linux jenkins kubernetes,docker kubernetes linux jenkins terraform github actions,5,3,2,8.9,76.45
aws terraform azure,aws azure gcp cloud security terraform linux,5,1,0,8.7,54.85
gcp azure,aws azure gcp cloud security terraform linux,1,0,5,7.8,38.4
power bi sql tableau terraform data visualization python excel,python sql power bi excel tableau statistics data visualization,2,1,2,9.1,78.84
system design sql terraform dsa java dbms data visualization,java dsa oops dbms system design sql,2,1,4,7.5,79.25
data analysis aws numpy machine learning pytorch python pandas,python machine learning statistics pandas numpy tensorflow data analysis,1,3,5,7.4,75.77
github actions kubernetes docker prompt engineering terraform,docker kubernetes linux jenkins terraform github actions,3,2,2,8.1,69.05
power bi sql tableau gcp statistics data visualization python excel,python sql power bi excel tableau statistics data visualization,2,2,5,8.2,96.6
machine learning data analysis numpy tensorflow,python machine learning statistics pandas numpy tensorflow data analysis,4,1,1,6.8,58.76
langchain statistics java tensorflow python pandas,python machine learning statistics pandas numpy tensorflow data analysis,2,2,3,9.1,61.91
rag azure deep learning pytorch tensorflow,python tensorflow pytorch deep learning nlp computer vision mlops,2,3,2,8.7,52.49
python power bi excel tableau,python sql power bi excel tableau statistics data visualization,3,3,5,8.2,69.46
terraform pandas gcp azure,aws azure gcp cloud security terraform linux,1,0,3,7.0,47.5
machine learning nlp pytorch python tensorflow,python tensorflow pytorch deep learning nlp computer vision mlops,4,0,4,9.6,61.66
mlops deep learning nlp pytorch python tensorflow,python tensorflow pytorch deep learning nlp computer vision mlops,2,2,4,8.9,84.74
docker linux terraform kubernetes,docker kubernetes linux jenkins terraform github actions,4,3,5,7.6,78.3
vector database transformers langchain python,python llm rag langchain transformers vector database prompt engineering,4,0,1,8.5,56.61
tableau sql html,python sql power bi excel tableau statistics data visualization,5,3,3,9.5,49.68
rag transformers sql dbms,java dsa oops dbms system design sql,4,2,2,8.4,46.2
sql deep learning computer vision nlp pytorch tensorflow,python tensorflow pytorch deep learning nlp computer vision mlops,4,2,3,7.5,75.82
system design sql dsa java oops computer vision,java dsa oops dbms system design sql,2,3,2,9.6,83.3
prompt engineering llm langchain transformers deep learning vector database python excel,python llm rag langchain transformers vector database prompt engineering,5,0,2,9.6,82.09
system design sql kubernetes dsa tensorflow,java dsa oops dbms system design sql,5,0,4,8.1,57.55
statistics mongodb tableau jenkins,python sql power bi excel tableau statistics data visualization,3,1,0,8.3,34.58
github actions react css mongodb express nodejs cloud security javascript html,react nodejs mongodb javascript html css express,1,3,5,6.5,96.75
statistics python pandas,python machine learning statistics pandas numpy tensorflow data analysis,2,1,1,9.4,45.34
docker mongodb linux dbms,docker kubernetes linux jenkins terraform github actions,1,1,2,9.2,37.6
data analysis numpy statistics machine learning pandas python tensorflow,python machine learning statistics pandas numpy tensorflow data analysis,3,2,0,7.0,90.5
github actions jenkins kubernetes,docker kubernetes linux jenkins terraform github actions,2,2,0,6.9,50.95
mlops deep learning computer vision pytorch python tensorflow,python tensorflow pytorch deep learning nlp computer vision mlops,4,3,5,7.1,92.34
dsa sql,java dsa oops dbms system design sql,4,3,1,7.2,47.1
sql tableau statistics data visualization python,python sql power bi excel tableau statistics data visualization,5,0,3,8.7,72.42
system design sql tableau oops dbms,java dsa oops dbms system design sql,1,0,5,6.9,62.95
rag sql llm deep learning python,python llm rag langchain transformers vector database prompt engineering,3,2,5,9.6,56.44
data analysis numpy statistics machine learning tensorflow python pandas,python machine learning statistics pandas numpy tensorflow data analysis,4,0,1,6.6,87.8
cloud security tableau deep learning computer vision nlp pytorch python tensorflow,python tensorflow pytorch deep learning nlp computer vision mlops,1,2,2,7.4,78.99
statistics sql,python sql power bi excel tableau statistics data visualization,4,3,4,8.7,48.78
azure mlops deep learning computer vision nlp tensorflow python pytorch,python tensorflow pytorch deep learning nlp computer vision mlops,4,1,2,9.7,93.85
mlops react rag pytorch,python tensorflow pytorch deep learning nlp computer vision mlops,4,1,1,9.5,38.68
cloud security linux gcp azure,aws azure gcp cloud security terraform linux,1,3,3,9.6,70.3
system design sql oops jenkins dbms,java dsa oops dbms system design sql,3,1,3,9.6,68.3
mongodb react azure,react nodejs mongodb javascript html css express,3,3,4,7.1,45.98
github actions kubernetes docker linux terraform langchain jenkins,docker kubernetes linux jenkins terraform github actions,1,3,1,7.9,91.45
react css azure mongodb express nodejs javascript python html,react nodejs mongodb javascript html css express,2,2,0,9.6,89.8
javascript statistics css html,react nodejs mongodb javascript html css express,4,1,2,9.2,50.74
oops java sql dsa,java dsa oops dbms system design sql,4,1,3,7.2,69.1
github actions jenkins terraform tensorflow,docker kubernetes linux jenkins terraform github actions,4,1,2,8.3,55.65
express nodejs deep learning,react nodejs mongodb javascript html css express,5,3,5,8.9,52.38
react css mongodb express nodejs nlp javascript html,react nodejs mongodb javascript html css express,3,2,2,7.5,93.75
docker github actions jenkins terraform,docker kubernetes linux jenkins terraform github actions,2,3,0,9.1,67.55
rag prompt engineering transformers nlp dbms python,python llm rag langchain transformers vector database prompt engineering,4,1,5,8.4,65.56
rag system design data analysis numpy statistics machine learning pandas python tensorflow,python machine learning statistics pandas numpy tensorflow data analysis,1,0,2,7.9,83.95
rag mlops deep learning computer vision statistics nlp pytorch python tensorflow,python tensorflow pytorch deep learning nlp computer vision mlops,4,1,3,9.7,95.35
aws linux gcp,aws azure gcp cloud security terraform linux,4,1,5,7.0,59.5
statistics langchain numpy tensorflow,python machine learning statistics pandas numpy tensorflow data analysis,4,2,5,8.6,57.94
azure cloud security aws linux terraform gcp dbms,aws azure gcp cloud security terraform linux,1,3,3,7.0,94.0
data analysis numpy statistics machine learning tensorflow data visualization python pandas,python machine learning statistics pandas numpy tensorflow data analysis,2,0,2,8.0,86.0
system design sql langchain oops java dbms data visualization,java dsa oops dbms system design sql,2,0,5,9.3,78.65
deep learning aws java pytorch,python tensorflow pytorch deep learning nlp computer vision mlops,2,1,0,8.4,32.63
mongodb html javascript,react nodejs mongodb javascript html css express,2,1,0,8.0,43.14
github actions kubernetes docker mongodb terraform jenkins tensorflow,docker kubernetes linux jenkins terraform github actions,4,1,0,8.6,77.8
system design sql oops java dbms pytorch,java dsa oops dbms system design sql,4,3,4,6.9,88.95
css mlops deep learning computer vision nlp tensorflow python pytorch,python tensorflow pytorch deep learning nlp computer vision mlops,1,2,0,6.6,86.3
rag prompt engineering langchain transformers vector database python,python llm rag langchain transformers vector database prompt engineering,4,3,3,8.6,90.09
css data analysis mlops deep learning computer vision python pytorch,python tensorflow pytorch deep learning nlp computer vision mlops,2,0,1,7.2,62.67
mlops deep learning computer vision java tensorflow,python tensorflow pytorch deep learning nlp computer vision mlops,3,1,0,9.4,56.56
linux aws langchain,aws azure gcp cloud security terraform linux,5,3,1,9.0,50.0
statistics python data analysis,python machine learning statistics pandas numpy tensorflow data analysis,3,2,2,6.6,39.73
statistics python tableau excel,python sql power bi excel tableau statistics data visualization,1,0,0,6.8,48.26
express cloud security linux gcp,aws azure gcp cloud security terraform linux,5,0,5,6.7,58.35
power bi sql tableau statistics data visualization python excel,python sql power bi excel tableau statistics data visualization,5,0,0,6.5,88.25
machine learning sql numpy,python machine learning statistics pandas numpy tensorflow data analysis,1,2,2,6.9,35.88
rag prompt engineering langchain,python llm rag langchain transformers vector database prompt engineering,4,3,2,9.0,56.64
data visualization mlops sql gcp,python sql power bi excel tableau statistics data visualization,1,3,1,6.9,37.38
power bi sql tableau statistics data visualization python excel,python sql power bi excel tableau statistics data visualization,4,1,1,9.4,92.2
azure cloud security aws linux terraform,aws azure gcp cloud security terraform linux,1,3,2,7.5,80.25
github actions kubernetes docker aws prompt engineering terraform,docker kubernetes linux jenkins terraform github actions,5,2,2,7.9,72.95
github actions system design terraform dsa java,java dsa oops dbms system design sql,1,3,3,8.1,57.05
nodejs mlops computer vision nlp pytorch,python tensorflow pytorch deep learning nlp computer vision mlops,1,2,5,7.1,61.91
github actions jenkins kubernetes,docker kubernetes linux jenkins terraform github actions,5,0,0,8.1,51.55
transformers react css javascript,react nodejs mongodb javascript html css express,2,1,3,6.7,46.99
github actions kubernetes docker linux terraform jenkins,docker kubernetes linux jenkins terraform github actions,4,0,0,7.6,86.8
rag prompt engineering langchain llm transformers vector database python,python llm rag langchain transformers vector database prompt engineering,2,3,3,9.7,97.35
docker terraform kubernetes,docker kubernetes linux jenkins terraform github actions,3,1,3,6.8,54.4
data analysis numpy,python machine learning statistics pandas numpy tensorflow data analysis,1,0,1,8.1,28.98
python langchain llm vector database,python llm rag langchain transformers vector database prompt engineering,2,3,2,9.6,63.66
system design sql mongodb express dsa oops dbms,java dsa oops dbms system design sql,2,1,5,6.8,80.4
github actions sql kubernetes linux transformers,docker kubernetes linux jenkins terraform github actions,1,2,0,6.8,48.9
react mongodb nodejs cloud security tensorflow javascript html,react nodejs mongodb javascript html css express,2,3,5,7.8,77.97
rag system design sql express oops java dsa dbms,java dsa oops dbms system design sql,1,3,4,7.1,95.55
oops java system design jenkins,java dsa oops dbms system design sql,1,0,2,7.3,46.15
transformers prompt engineering python,python llm rag langchain transformers vector database prompt engineering,5,1,4,9.6,55.94
power bi terraform statistics data visualization python,python sql power bi excel tableau statistics data visualization,3,0,0,7.0,52.36
statistics gcp tensorflow,python machine learning statistics pandas numpy tensorflow data analysis,4,3,0,7.5,42.18
react sql css mongodb express nodejs linux javascript html,react nodejs mongodb javascript html css express,4,2,4,9.6,99.8
power bi sql statistics python excel,python sql power bi excel tableau statistics data visualization,2,0,3,8.8,66.47
